No,Date Time,Device Name,Location,Energy Consumption (kWh)
33656,"21, 24/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18712.6
33658,"21, 24/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
33665,"21, 24/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34571.75
33666,"21, 24/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27665.03
33668,"21, 24/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343128.11
33671,"21, 24/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19148.9
33675,"21, 24/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42618.88
33676,"21, 24/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37724.89
33678,"21, 24/11/25",GG_L2_R Panel-SDP PP,R Panel,126837.01
33680,"21, 24/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296082.22
33681,"21, 24/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132603.39
33682,"21, 24/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59605.52
33685,"21, 24/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83310.74
33699,"22, 24/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
33700,"22, 24/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
33702,"22, 24/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
33703,"22, 24/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
33704,"22, 24/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
33705,"22, 24/11/25",GG_L3_WB_AHU,WB-AHU,21391.62
33706,"22, 24/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
33711,"22, 24/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,214702.52
33713,"22, 24/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59467.64
33715,"22, 24/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
33718,"22, 24/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
33725,"22, 24/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34574.18
33726,"22, 24/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27666.15
33728,"22, 24/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343174.8
33732,"22, 24/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19149.87
33737,"22, 24/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42622.67
33738,"22, 24/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37727.68
33740,"22, 24/11/25",GG_L2_R Panel-SDP PP,R Panel,126857.19
33742,"22, 24/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296097.47
33743,"22, 24/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132616.64
33744,"22, 24/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59606.42
33747,"22, 24/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83314.1
33761,"23, 24/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
33762,"23, 24/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
33764,"23, 24/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
33765,"23, 24/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
33766,"23, 24/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
33767,"23, 24/11/25",GG_L3_WB_AHU,WB-AHU,21391.68
33768,"23, 24/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
33774,"23, 24/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59470.56
33778,"23, 24/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
33785,"23, 24/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34575.29
33786,"23, 24/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27667.29
33788,"23, 24/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343206.72
33791,"23, 24/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19150.73
33795,"23, 24/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42626.17
33796,"23, 24/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37729.76
33798,"23, 24/11/25",GG_L2_R Panel-SDP PP,R Panel,126871.71
33799,"23, 24/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296134.78
33800,"23, 24/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132628.71
33801,"23, 24/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59607.48
33804,"23, 24/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83338.98
33818,"00, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
33819,"00, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
33821,"00, 25/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
33822,"00, 25/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
33823,"00, 25/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
33824,"00, 25/11/25",GG_L3_WB_AHU,WB-AHU,21391.72
33825,"00, 25/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
33830,"00, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
33832,"00, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59473.28
33834,"00, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
33837,"00, 25/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
33844,"00, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34576.94
33845,"00, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27668.33
33847,"00, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343234.14
33850,"00, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19151.64
33854,"00, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42628.9
33855,"00, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37730.98
33857,"00, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126878.33
33859,"00, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296164.69
33860,"00, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132642.46
33861,"00, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59608.34
33864,"00, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83345.41
33878,"01, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
33879,"01, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
33881,"01, 25/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
33882,"01, 25/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
33883,"01, 25/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
33884,"01, 25/11/25",GG_L3_WB_AHU,WB-AHU,21391.78
33885,"01, 25/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
33890,"01, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,214775.36
33892,"01, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59476.1
33894,"01, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,159609.69
33896,"01, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
33898,"01, 25/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
33905,"01, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34578.63
33906,"01, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27669.33
33908,"01, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343263.84
33911,"01, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19152.54
33915,"01, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42634.2
33916,"01, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37733.73
33918,"01, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126883.28
33920,"01, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296194.72
33921,"01, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132653.97
33922,"01, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,
33925,"01, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83358.91
33939,"02, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
33940,"02, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
33942,"02, 25/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
33943,"02, 25/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
33944,"02, 25/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
33945,"02, 25/11/25",GG_L3_WB_AHU,WB-AHU,21391.83
33946,"02, 25/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
33952,"02, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59478.32
33956,"02, 25/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
33963,"02, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34579.64
33964,"02, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27670.47
33966,"02, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343288.56
33969,"02, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19153.49
33973,"02, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42636.78
33974,"02, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37735.58
33976,"02, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126889.42
33977,"02, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296240.22
33978,"02, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132664.46
33979,"02, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59609.96
33982,"02, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83371.4
33996,"03, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
33997,"03, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
33999,"03, 25/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
34000,"03, 25/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
34001,"03, 25/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
34002,"03, 25/11/25",GG_L3_WB_AHU,WB-AHU,21391.88
34003,"03, 25/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
34008,"03, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
34010,"03, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59481.86
34012,"03, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
34014,"03, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34016,"03, 25/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
34023,"03, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34581.78
34024,"03, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27671.62
34026,"03, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343309.84
34029,"03, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19154.41
34033,"03, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42640.88
34034,"03, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37736.66
34036,"03, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126893.9
34038,"03, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296255.25
34039,"03, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132677.38
34040,"03, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59610.64
34043,"03, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83377.22
34057,"04, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
34058,"04, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
34060,"04, 25/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
34061,"04, 25/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
34062,"04, 25/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
34063,"04, 25/11/25",GG_L3_WB_AHU,WB-AHU,21391.92
34064,"04, 25/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
34069,"04, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
34071,"04, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59484.78
34073,"04, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
34076,"04, 25/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
34083,"04, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34582.97
34084,"04, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27672.7
34086,"04, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343337.66
34090,"04, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19155.31
34095,"04, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42644.06
34096,"04, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37740.13
34098,"04, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126899.79
34100,"04, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296289.03
34101,"04, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132690.73
34102,"04, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59611.98
34105,"04, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83387.13
34119,"05, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18448.84
34120,"05, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36474.76
34122,"05, 25/11/25",GG_L5_WB_AHU,WB-AHU,19530.88
34123,"05, 25/11/25",GG_L4_WT_AHU,WT-AHU,23862.8
34124,"05, 25/11/25",GG_L3_WT_AHU,WT-AHU,21820.36
34125,"05, 25/11/25",GG_L3_WB_AHU,WB-AHU,21391.96
34126,"05, 25/11/25",GG_L4_WB_AHU,WB-AHU,30825.6
34132,"05, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59488.98
34135,"05, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18712.6
34137,"05, 25/11/25",GG_L6_WB_AHU,WB-AHU,20792.9
34144,"05, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34584.9
34145,"05, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27673.77
34147,"05, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343366.02
34150,"05, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19156.21
34154,"05, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42648.31
34155,"05, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37741.72
34157,"05, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126908.21
34158,"05, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296310.61
34159,"05, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132703.77
34160,"05, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,
34163,"05, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83396
34177,"06, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18450.5
34178,"06, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36477.84
34180,"06, 25/11/25",GG_L5_WB_AHU,WB-AHU,19531.63
34181,"06, 25/11/25",GG_L4_WT_AHU,WT-AHU,23864.66
34182,"06, 25/11/25",GG_L3_WT_AHU,WT-AHU,21821.72
34183,"06, 25/11/25",GG_L3_WB_AHU,WB-AHU,21392.01
34184,"06, 25/11/25",GG_L4_WB_AHU,WB-AHU,30827.04
34189,"06, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,214871.22
34191,"06, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59493.71
34193,"06, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
34195,"06, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34197,"06, 25/11/25",GG_L6_WB_AHU,WB-AHU,20796.67
34204,"06, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34588.39
34205,"06, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27676.23
34207,"06, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343391.61
34210,"06, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19157.75
34214,"06, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42651.49
34215,"06, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37744.81
34217,"06, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126922.48
34219,"06, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296346.02
34220,"06, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132713.74
34221,"06, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59613.8
34224,"06, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83408.51
34238,"07, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18454.87
34239,"07, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36483.78
34241,"07, 25/11/25",GG_L5_WB_AHU,WB-AHU,19535.73
34242,"07, 25/11/25",GG_L4_WT_AHU,WT-AHU,23869.87
34243,"07, 25/11/25",GG_L3_WT_AHU,WT-AHU,21827.95
34244,"07, 25/11/25",GG_L3_WB_AHU,WB-AHU,21400.11
34245,"07, 25/11/25",GG_L4_WB_AHU,WB-AHU,30834.37
34250,"07, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,214904.5
34252,"07, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59502.02
34254,"07, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,159722.08
34256,"07, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34258,"07, 25/11/25",GG_L6_WB_AHU,WB-AHU,20802.41
34265,"07, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34592.64
34266,"07, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27680.86
34268,"07, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343413.12
34271,"07, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19160.24
34275,"07, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42655.28
34276,"07, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37749.56
34278,"07, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126940.41
34280,"07, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296381.05
34281,"07, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132725.09
34282,"07, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,
34285,"07, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83420.88
34299,"08, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18459.84
34300,"08, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36495.26
34302,"08, 25/11/25",GG_L5_WB_AHU,WB-AHU,19542.15
34303,"08, 25/11/25",GG_L4_WT_AHU,WT-AHU,23876.88
34304,"08, 25/11/25",GG_L3_WT_AHU,WT-AHU,21833.61
34305,"08, 25/11/25",GG_L3_WB_AHU,WB-AHU,21407.48
34306,"08, 25/11/25",GG_L4_WB_AHU,WB-AHU,30842.23
34312,"08, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59511.31
34315,"08, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34317,"08, 25/11/25",GG_L6_WB_AHU,WB-AHU,20809.03
34324,"08, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34597.86
34325,"08, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27686.27
34327,"08, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343435.44
34330,"08, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19162.86
34334,"08, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42658.91
34335,"08, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37753.6
34337,"08, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126957.03
34338,"08, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296417.52
34339,"08, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132745.09
34340,"08, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59638.8
34343,"08, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83436.94
34357,"09, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18464.8
34358,"09, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36504.71
34360,"09, 25/11/25",GG_L5_WB_AHU,WB-AHU,19547.01
34361,"09, 25/11/25",GG_L4_WT_AHU,WT-AHU,23883.64
34362,"09, 25/11/25",GG_L3_WT_AHU,WT-AHU,21838.48
34363,"09, 25/11/25",GG_L3_WB_AHU,WB-AHU,21414.78
34364,"09, 25/11/25",GG_L4_WB_AHU,WB-AHU,30851.02
34369,"09, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
34371,"09, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59517.43
34373,"09, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,159768.86
34375,"09, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34377,"09, 25/11/25",GG_L6_WB_AHU,WB-AHU,20813.11
34384,"09, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34602.38
34385,"09, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27692.23
34387,"09, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343455.53
34390,"09, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19165.52
34394,"09, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42662.54
34395,"09, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37763.22
34397,"09, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126972.86
34399,"09, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296440.88
34400,"09, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132754.27
34401,"09, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59653.52
34404,"09, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83447.8
34417,"10, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18469.55
34418,"10, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36517.02
34420,"10, 25/11/25",GG_L5_WB_AHU,WB-AHU,19552.74
34421,"10, 25/11/25",GG_L4_WT_AHU,WT-AHU,23890.4
34422,"10, 25/11/25",GG_L3_WT_AHU,WT-AHU,21847.12
34423,"10, 25/11/25",GG_L3_WB_AHU,WB-AHU,21421.86
34424,"10, 25/11/25",GG_L4_WB_AHU,WB-AHU,30858.43
34429,"10, 25/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
34431,"10, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59525.95
34433,"10, 25/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
34435,"10, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34437,"10, 25/11/25",GG_L6_WB_AHU,WB-AHU,20821.13
34444,"10, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34607.64
34445,"10, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27698.62
34447,"10, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343480.56
34451,"10, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19168.27
34456,"10, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42666.18
34457,"10, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37769.95
34459,"10, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,126990.66
34461,"10, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296494.44
34462,"10, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132777.45
34463,"10, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59669.2
34466,"10, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83471.55
34480,"11, 25/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18474.7
34481,"11, 25/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36525.22
34483,"11, 25/11/25",GG_L5_WB_AHU,WB-AHU,19557.56
34484,"11, 25/11/25",GG_L4_WT_AHU,WT-AHU,23896.31
34485,"11, 25/11/25",GG_L3_WT_AHU,WT-AHU,21852.51
34486,"11, 25/11/25",GG_L3_WB_AHU,WB-AHU,21428.99
34487,"11, 25/11/25",GG_L4_WB_AHU,WB-AHU,30865.2
34493,"11, 25/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,59533.97
34496,"11, 25/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
34498,"11, 25/11/25",GG_L6_WB_AHU,WB-AHU,20827.1
34505,"11, 25/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34612.92
34506,"11, 25/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27704.79
34508,"11, 25/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,343503.39
34511,"11, 25/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,19170.77
34515,"11, 25/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42670.57
34516,"11, 25/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37782.06
34518,"11, 25/11/25",GG_L2_R Panel-SDP PP,R Panel,127005.66
34519,"11, 25/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,296523.39
34520,"11, 25/11/25",GG_L2_R Panel-SDP DB LED,R Panel,132788.39
34521,"11, 25/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59676.24
34524,"11, 25/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,83488.92
